# IDX        LATG        LATC        LONW          MU          TB
  288      -35.14      -29.80      180.53      0.4929       -0.43
  289      -34.67      -29.37      178.49      0.5117       -0.27
  290      -34.24      -28.98      176.52      0.5287       -0.11
  291      -33.85      -28.63      174.61      0.5441        0.01
  292      -33.51      -28.31      172.75      0.5581        0.06
  293      -33.20      -28.03      170.93      0.5706        0.01
  294      -32.92      -27.78      169.14      0.5818       -0.19
  295      -32.67      -27.56      167.39      0.5918       -0.55
  296      -32.46      -27.36      165.66      0.6006       -1.09
  297      -32.27      -27.19      163.96      0.6083       -1.72
  298      -32.11      -27.05      162.28      0.6149       -2.26
  299      -31.97      -26.92      160.61      0.6204       -2.50
  300      -31.86      -26.82      158.95      0.6249       -2.35
  301      -31.77      -26.75      157.31      0.6284       -1.86
  302      -31.71      -26.69      155.67      0.6309       -1.24
  303      -31.67      -26.66      154.04      0.6324       -0.72
  304      -31.66      -26.65      152.41      0.6330       -0.46
  305      -31.67      -26.66      150.78      0.6326       -0.50
  306      -31.71      -26.69      149.15      0.6312       -0.75
  307      -31.76      -26.74      147.51      0.6288       -1.06
  308      -31.85      -26.81      145.87      0.6255       -1.22
  309      -31.95      -26.91      144.21      0.6211       -1.12
  310      -32.08      -27.03      142.55      0.6157       -0.79
  311      -32.24      -27.17      140.86      0.6093       -0.38
  312      -32.43      -27.34      139.16      0.6017       -0.06
  313      -32.64      -27.53      137.44      0.5931       -0.02
  314      -32.88      -27.75      135.69      0.5833       -0.31
  315      -33.16      -27.99      133.91      0.5722       -0.87
  316      -33.46      -28.27      132.10      0.5599       -1.47
  317      -33.80      -28.58      130.24      0.5462       -1.86
  318      -34.18      -28.92      128.34      0.5310       -1.88
  319      -34.60      -29.31      126.38      0.5142       -1.54
  320      -35.07      -29.74      124.35      0.4956       -1.01
  321      -35.59      -30.21      122.24      0.4752       -0.50
  322      -36.17      -30.74      120.03      0.4524       -0.14
  323      -36.81      -31.34      117.71      0.4272        0.04
  324      -37.54      -32.02      115.23      0.3990        0.10
  325      -38.37      -32.79      112.56      0.3670        0.14
  326      -39.33      -33.69      109.62      0.3304        0.25
  327      -40.48      -34.78      106.30      0.2874        0.52
  328      -41.91      -36.15      102.36      0.2345        0.99
  329      -43.91      -38.07       97.15      0.1626        1.59
  330      -45.93      -40.04      219.16      0.0236       -3.33
  331      -41.59      -35.84      208.40      0.1773       -2.94
  332      -39.68      -34.02      203.40      0.2481       -2.13
  333      -38.28      -32.71      199.55      0.3012       -1.16
  334      -37.15      -31.65      196.28      0.3448       -0.34
  335      -36.19      -30.76      193.38      0.3821        0.12
  336      -35.36      -30.00      190.74      0.4147        0.20
  337      -34.62      -29.33      188.29      0.4437        0.05
  338      -33.97      -28.73      185.98      0.4697       -0.17
  339      -33.38      -28.20      183.79      0.4931       -0.34
  340      -32.86      -27.72      181.70      0.5144       -0.40
  341      -32.38      -27.29      179.69      0.5337       -0.37
  342      -31.95      -26.90      177.75      0.5513       -0.22
  343      -31.56      -26.55      175.86      0.5673       -0.00
  344      -31.20      -26.23      174.02      0.5818        0.23
  345      -30.88      -25.95      172.22      0.5949        0.38
  346      -30.59      -25.69      170.46      0.6068        0.40
  347      -30.34      -25.46      168.74      0.6174        0.25
  348      -30.11      -25.26      167.03      0.6269       -0.08
  349      -29.90      -25.08      165.35      0.6353       -0.60
  350      -29.73      -24.92      163.70      0.6426       -1.30
  351      -29.57      -24.79      162.05      0.6489       -2.12
  352      -29.45      -24.67      160.42      0.6542       -2.88
  353      -29.34      -24.58      158.81      0.6585       -3.36
  354      -29.26      -24.51      157.20      0.6618       -3.36
  355      -29.21      -24.46      155.60      0.6642       -2.89
  356      -29.17      -24.43      154.00      0.6657       -2.13
  357      -29.16      -24.42      152.41      0.6662       -1.37
  358      -29.17      -24.42      150.81      0.6658       -0.86
  359      -29.20      -24.45      149.22      0.6645       -0.70
  360      -29.25      -24.50      147.61      0.6622       -0.83
  361      -29.33      -24.57      146.01      0.6590       -1.08
  362      -29.43      -24.66      144.39      0.6548       -1.24
  363      -29.56      -24.77      142.77      0.6497       -1.13
  364      -29.70      -24.90      141.13      0.6435       -0.72
  365      -29.88      -25.05      139.47      0.6364       -0.13
  366      -30.08      -25.23      137.79      0.6281        0.42
  367      -30.30      -25.43      136.09      0.6188        0.71
  368      -30.56      -25.66      134.37      0.6083        0.60
  369      -30.84      -25.91      132.61      0.5966        0.08
  370      -31.15      -26.19      130.82      0.5837       -0.67
  371      -31.50      -26.51      128.99      0.5694       -1.37
  372      -31.89      -26.85      127.11      0.5536       -1.74
  373      -32.32      -27.24      125.17      0.5363       -1.66
  374      -32.79      -27.66      123.17      0.5172       -1.20
  375      -33.31      -28.13      121.09      0.4962       -0.59
  376      -33.88      -28.65      118.92      0.4731       -0.04
  377      -34.53      -29.24      116.63      0.4475        0.31
  378      -35.25      -29.90      114.20      0.4190        0.46
  379      -36.06      -30.65      111.59      0.3869        0.50
  380      -37.00      -31.52      108.73      0.3503        0.63
  381      -38.11      -32.55      105.53      0.3078        1.02
  382      -39.47      -33.82      101.78      0.2563        1.79
  383      -41.28      -35.54       97.00      0.1889        2.82
  384      -44.59      -38.73       88.70      0.0700        3.81
  385      -42.51      -36.71      217.15      0.0753       -2.87
  386      -39.26      -33.62      209.00      0.1950       -3.17
  387      -37.45      -31.93      204.25      0.2638       -3.05
  388      -36.08      -30.67      200.51      0.3165       -2.38
  389      -34.97      -29.65      197.32      0.3602       -1.28
  390      -34.02      -28.78      194.47      0.3978       -0.07
  391      -33.20      -28.03      191.86      0.4308        0.89
  392      -32.47      -27.37      189.44      0.4603        1.38
  393      -31.81      -26.78      187.16      0.4868        1.35
  394      -31.22      -26.25      184.99      0.5108        0.98
  395      -30.69      -25.78      182.92      0.5327        0.51
  396      -30.21      -25.35      180.93      0.5526        0.14
  397      -29.77      -24.95      179.00      0.5707       -0.05
  398      -29.36      -24.60      177.13      0.5873       -0.03
  399      -29.00      -24.28      175.31      0.6024        0.17
  400      -28.67      -23.99      173.53      0.6162        0.50
  401      -28.37      -23.72      171.79      0.6287        0.85
  402      -28.10      -23.48      170.08      0.6400        1.08
  403      -27.86      -23.27      168.39      0.6502        1.08
  404      -27.64      -23.08      166.73      0.6593        0.81
  405      -27.45      -22.91      165.09      0.6673        0.32
  406      -27.28      -22.77      163.47      0.6743       -0.34
  407      -27.14      -22.64      161.86      0.6803       -1.17
  408      -27.02      -22.54      160.27      0.6854       -2.15
  409      -26.92      -22.45      158.68      0.6896       -3.16
  410      -26.85      -22.38      157.11      0.6928       -3.97
  411      -26.79      -22.34      155.54      0.6951       -4.30
  412      -26.76      -22.31      153.97      0.6965       -4.02
  413      -26.75      -22.30      152.40      0.6970       -3.24
  414      -26.76      -22.30      150.84      0.6966       -2.26
  415      -26.79      -22.33      149.27      0.6953       -1.43
  416      -26.84      -22.38      147.70      0.6931       -0.92
  417      -26.91      -22.44      146.13      0.6901       -0.75
  418      -27.01      -22.52      144.54      0.6861       -0.80
  419      -27.12      -22.63      142.95      0.6811       -0.86
  420      -27.26      -22.75      141.35      0.6752       -0.78
  421      -27.43      -22.89      139.73      0.6683       -0.48
  422      -27.61      -23.06      138.09      0.6605       -0.02
  423      -27.83      -23.24      136.43      0.6515        0.46
  424      -28.06      -23.45      134.75      0.6415        0.72
  425      -28.33      -23.69      133.04      0.6304        0.60
  426      -28.63      -23.95      131.30      0.6180        0.02
  427      -28.95      -24.23      129.53      0.6045       -0.91
  428      -29.31      -24.55      127.71      0.5895       -1.87
  429      -29.71      -24.90      125.85      0.5732       -2.49
  430      -30.14      -25.29      123.93      0.5552       -2.49
  431      -30.62      -25.71      121.95      0.5356       -1.86
  432      -31.14      -26.18      119.89      0.5140       -0.87
  433      -31.72      -26.70      117.74      0.4903        0.10
  434      -32.37      -27.28      115.48      0.4642        0.75
  435      -33.09      -27.93      113.08      0.4352        0.97
  436      -33.90      -28.67      110.50      0.4026        0.91
  437      -34.83      -29.52      107.69      0.3658        0.86
  438      -35.92      -30.51      104.55      0.3231        1.15
  439      -37.24      -31.73      100.91      0.2719        1.96
  440      -38.96      -33.34       96.35      0.2062        3.17
  441      -41.79      -36.03       89.20      0.1012        4.38
  442      -40.19      -34.50      217.58      0.0911       -2.22
  443      -37.17      -31.67      209.99      0.2052       -2.36
  444      -35.39      -30.03      205.34      0.2740       -2.70
  445      -34.04      -28.80      201.65      0.3272       -2.98
  446      -32.93      -27.79      198.49      0.3715       -2.90
  447      -31.98      -26.94      195.66      0.4097       -2.31
  448      -31.16      -26.19      193.07      0.4435       -1.32
  449      -30.42      -25.54      190.66      0.4736       -0.20
  450      -29.76      -24.95      188.40      0.5008        0.74
  451      -29.16      -24.42      186.24      0.5255        1.28
  452      -28.62      -23.94      184.18      0.5480        1.35
  453      -28.13      -23.51      182.20      0.5685        1.08
  454      -27.68      -23.11      180.29      0.5873        0.69
  455      -27.27      -22.75      178.43      0.6046        0.36
  456      -26.89      -22.42      176.62      0.6204        0.19
  457      -26.55      -22.12      174.85      0.6348        0.23
  458      -26.24      -21.85      173.12      0.6480        0.48
  459      -25.96      -21.61      171.42      0.6599        0.92
  460      -25.70      -21.38      169.75      0.6708        1.41
  461      -25.47      -21.19      168.10      0.6805        1.78
  462      -25.27      -21.01      166.48      0.6892        1.83
  463      -25.08      -20.85      164.87      0.6970        1.52
  464      -24.93      -20.71      163.28      0.7037        0.95
  465      -24.79      -20.60      161.70      0.7095        0.25
  466      -24.67      -20.50      160.13      0.7144       -0.56
  467      -24.58      -20.42      158.58      0.7184       -1.50
  468      -24.51      -20.35      157.03      0.7215       -2.59
  469      -24.46      -20.31      155.48      0.7238       -3.63
  470      -24.42      -20.28      153.94      0.7251       -4.34
  471      -24.41      -20.27      152.40      0.7256       -4.43
  472      -24.42      -20.28      150.86      0.7252       -3.91
  473      -24.45      -20.30      149.32      0.7240       -3.03
  474      -24.50      -20.35      147.78      0.7219       -2.12
  475      -24.57      -20.41      146.23      0.7189       -1.42
  476      -24.66      -20.48      144.67      0.7150       -1.01
  477      -24.77      -20.58      143.11      0.7103       -0.85
  478      -24.90      -20.70      141.53      0.7046       -0.83
  479      -25.06      -20.83      139.94      0.6980       -0.85
  480      -25.24      -20.98      138.34      0.6904       -0.84
  481      -25.44      -21.16      136.72      0.6818       -0.76
  482      -25.67      -21.36      135.07      0.6722       -0.68
  483      -25.92      -21.57      133.40      0.6615       -0.72
  484      -26.20      -21.82      131.71      0.6497       -1.02
  485      -26.50      -22.08      129.98      0.6367       -1.68
  486      -26.84      -22.38      128.22      0.6225       -2.64
  487      -27.21      -22.70      126.42      0.6069       -3.65
  488      -27.62      -23.06      124.57      0.5898       -4.28
  489      -28.06      -23.45      122.66      0.5713       -4.15
  490      -28.55      -23.88      120.69      0.5509       -3.18
  491      -29.08      -24.35      118.64      0.5287       -1.67
  492      -29.67      -24.87      116.50      0.5044       -0.19
  493      -30.32      -25.45      114.25      0.4776        0.78
  494      -31.05      -26.10      111.86      0.4479        1.02
  495      -31.86      -26.83      109.30      0.4147        0.70
  496      -32.79      -27.66      106.51      0.3772        0.24
  497      -33.88      -28.65      103.40      0.3338        0.14
  498      -35.18      -29.84       99.81      0.2821        0.66
  499      -36.88      -31.40       95.34      0.2162        1.72
  500      -39.56      -33.91       88.56      0.1143        2.91
  501      -38.33      -32.75      218.92      0.0915       -2.43
  502      -35.28      -29.93      211.29      0.2087       -2.45
  503      -33.50      -28.30      206.64      0.2791       -2.50
  504      -32.14      -27.07      202.95      0.3336       -2.79
  505      -31.02      -26.07      199.78      0.3790       -3.32
  506      -30.06      -25.21      196.95      0.4182       -3.88
  507      -29.22      -24.47      194.37      0.4529       -4.11
  508      -28.47      -23.81      191.96      0.4838       -3.78
  509      -27.80      -23.22      189.70      0.5118       -2.94
  510      -27.19      -22.69      187.55      0.5372       -1.83
  511      -26.64      -22.20      185.49      0.5605       -0.79
  512      -26.13      -21.76      183.52      0.5817       -0.04
  513      -25.67      -21.36      181.60      0.6013        0.37
  514      -25.25      -20.99      179.75      0.6192        0.49
  515      -24.86      -20.66      177.95      0.6357        0.43
  516      -24.51      -20.35      176.19      0.6508        0.31
