# IDX        LATG        LATC        LONW          MU          TB
  182      -35.49      -30.12      237.23      0.7840      226.79
  183      -35.51      -30.14      233.53      0.7984      226.08
  184      -35.53      -30.16      229.88      0.8094      225.70
  185      -35.54      -30.16      226.27      0.8171      225.22
  186      -35.54      -30.17      222.69      0.8216      223.61
  187      -35.55      -30.17      219.13      0.8230      220.12
  188      -35.54      -30.17      215.56      0.8213      215.54
  189      -35.54      -30.16      211.98      0.8165      212.24
  190      -35.53      -30.15      208.37      0.8084      212.49
  191      -35.51      -30.14      204.71      0.7971      216.40
  192      -35.49      -30.12      201.00      0.7824      221.95
  193      -35.47      -30.10      197.21      0.7640      226.67
  194      -35.44      -30.07      193.32      0.7417      229.19
  195      -35.40      -30.04      189.30      0.7152      229.10
  196      -35.36      -30.00      185.11      0.6839      226.18
  197      -35.31      -29.96      180.71      0.6471      220.22
  198      -35.26      -29.91      176.04      0.6039      211.43
  199      -35.19      -29.84      170.98      0.5527      200.34
  200      -35.11      -29.77      165.38      0.4911      186.71
  201      -35.01      -29.68      158.94      0.4143      168.98
  202      -34.87      -29.55      150.91      0.3114      145.31
  203      -34.63      -29.34      137.80      0.1308      115.92
  204      -30.80      -25.88      290.60      0.2837      150.68
  205      -30.95      -26.01      282.05      0.4010      181.44
  206      -31.06      -26.11      275.44      0.4857      200.76
  207      -31.15      -26.19      269.78      0.5530      210.74
  208      -31.22      -26.25      264.73      0.6086      215.39
  209      -31.28      -26.30      260.08      0.6556      217.70
  210      -31.33      -26.35      255.72      0.6958      218.92
  211      -31.37      -26.39      251.60      0.7301      219.42
  212      -31.41      -26.42      247.64      0.7596      219.77
  213      -31.44      -26.45      243.83      0.7846      220.70
  214      -31.47      -26.47      240.13      0.8056      222.32
  215      -31.49      -26.49      236.51      0.8230      223.77
  216      -31.51      -26.51      232.96      0.8369      224.04
  217      -31.52      -26.52      229.46      0.8475      222.76
  218      -31.53      -26.53      226.00      0.8549      219.94
  219      -31.54      -26.54      222.56      0.8593      215.49
  220      -31.54      -26.54      219.13      0.8607      209.85
  221      -31.54      -26.54      215.71      0.8590      204.98
  222      -31.53      -26.53      212.27      0.8543      203.56
  223      -31.52      -26.52      208.80      0.8466      206.66
