# VLA smeared map of saturn, Q band, 0.62 - 0.75 cm, 40 - 48.4 GHz
#    LATG1     LATG2        TB       sTB        MU       sMU         N
       4.5       4.6      2.79      0.76      0.92     0.022        16
       4.6       4.7      3.83      1.28      0.93     0.021        21
       4.7       4.8      2.08      1.25      0.90     0.024        10
       4.8       4.9      1.37      1.61      0.89     0.046         9
       4.9       5.0      2.48      1.41      0.90     0.031        14
       5.0       5.1      2.65      1.24      0.91     0.023        10
       5.1       5.2      2.80      0.55      0.92     0.016        10
       5.2       5.3      2.35      0.84      0.92     0.022        16
       5.3       5.4      3.23      1.08      0.93     0.021        21
       5.4       5.5      2.11      1.40      0.90     0.024        10
       5.5       5.6      2.43      1.41      0.91     0.023        11
       5.6       5.7      2.71      1.59      0.91     0.023        11
       5.7       5.8      2.44      1.24      0.92     0.017         8
       5.8       5.9      2.01      1.23      0.92     0.023        12
       5.9       6.0      1.62      0.99      0.91     0.036        18
       6.0       6.1      2.35      1.09      0.93     0.026        25
       6.1       6.2      2.53      1.79      0.91     0.017         6
       6.2       6.3      2.63      1.83      0.91     0.022        12
       6.3       6.4      0.96      1.22      0.89     0.044        10
       6.4       6.5      1.79      1.57      0.91     0.039        13
       6.5       6.6      1.50      1.51      0.92     0.026        15
       6.6       6.7      1.32      1.37      0.93     0.033        14
       6.7       6.8      2.04      1.16      0.93     0.026        22
       6.8       6.9      2.90      2.11      0.91     0.015         8
       6.9       7.0      2.25      1.92      0.90     0.037         9
       7.0       7.1      1.46      1.57      0.92     0.028        10
       7.1       7.2      1.80      1.66      0.91     0.030        13
       7.2       7.3      1.56      1.75      0.93     0.022        14
       7.3       7.4      1.28      1.57      0.93     0.032        17
       7.4       7.5      0.83      1.20      0.93     0.044        19
       7.5       7.6      1.25      2.29      0.90     0.045        10
       7.6       7.7      1.90      2.05      0.91     0.035        10
       7.7       7.8      2.16      1.88      0.92     0.025        10
       7.8       7.9      1.98      1.73      0.92     0.028        14
       7.9       8.0      1.18      1.57      0.92     0.034        17
       8.0       8.1      1.71      1.81      0.94     0.021        19
       8.1       8.2      1.54      1.54      0.93     0.039        19
       8.2       8.3      1.98      2.04      0.91     0.030        12
       8.3       8.4      1.81      1.99      0.91     0.036        12
       8.4       8.5      2.21      1.83      0.93     0.026         9
       8.5       8.6      1.97      1.69      0.93     0.022        14
       8.6       8.7      1.50      1.60      0.93     0.030        14
       8.7       8.8      1.28      1.28      0.96     0.009        17
       8.8       8.9      1.08      1.06      0.93     0.039        15
       8.9       9.0      2.00      1.84      0.92     0.023         8
       9.0       9.1      1.40      1.51      0.92     0.035        10
       9.1       9.2      2.00      1.60      0.93     0.029        13
       9.2       9.3      1.57      1.44      0.95     0.016        10
       9.3       9.4      1.65      1.51      0.95     0.015        12
       9.4       9.5      0.96      1.03      0.95     0.027        25
       9.5       9.6      2.08      1.15      0.93     0.017         8
       9.6       9.7      1.63      1.11      0.93     0.016         9
       9.7       9.8      1.82      1.28      0.94     0.016         9
       9.8       9.9      1.54      1.10      0.93     0.024        10
       9.9      10.0      1.39      1.09      0.94     0.026        15
      10.0      10.1      1.05      1.00      0.93     0.040        16
      10.1      10.2      0.52      1.00      0.96     0.013        21
      10.2      10.3      1.89      0.61      0.93     0.015         8
      10.3      10.4      1.54      0.57      0.93     0.031         9
      10.4      10.5      1.34      0.66      0.93     0.028        13
      10.5      10.6      1.29      0.77      0.93     0.027        12
      10.6      10.7      1.10      0.97      0.94     0.022        14
      10.7      10.8      0.78      1.08      0.94     0.029        20
      10.8      10.9      0.30      1.18      0.96     0.021        18
      10.9      11.0      1.63      0.51      0.93     0.023        10
      11.0      11.1      1.36      0.50      0.93     0.034        11
      11.1      11.2      1.03      0.53      0.93     0.032        12
      11.2      11.3      0.64      0.84      0.96     0.014         9
      11.3      11.4      0.92      1.02      0.94     0.030        14
      11.4      11.5      0.39      1.22      0.95     0.034        26
      11.5      11.6      0.54      1.25      0.95     0.021        13
      11.6      11.7      0.61      1.74      0.89     0.057        11
      11.7      11.8      1.05      0.69      0.93     0.029        14
      11.8      11.9      0.75      0.83      0.92     0.039        14
      11.9      12.0      0.47      0.82      0.95     0.031        12
      12.0      12.1      0.50      1.14      0.95     0.028        18
      12.1      12.2     -0.29      1.25      0.97     0.017        22
      12.2      12.3      0.99      0.85      0.92     0.028        11
      12.3      12.4      0.62      0.75      0.96     0.009         6
      12.4      12.5      0.62      0.90      0.94     0.024        10
      12.5      12.6      0.34      0.92      0.94     0.029        16
      12.6      12.7      0.41      1.08      0.94     0.029        16
      12.7      12.8     -0.27      1.43      0.96     0.018        17
      12.8      12.9     -1.14      0.96      0.96     0.024        16
      12.9      13.0      0.60      1.06      0.94     0.024        10
      13.0      13.1      0.35      1.10      0.93     0.030        12
      13.1      13.2      0.10      1.00      0.95     0.021        12
      13.2      13.3     -0.13      1.06      0.95     0.023        12
      13.3      13.4     -0.65      0.97      0.96     0.015        14
      13.4      13.5     -1.16      1.65      0.95     0.036        24
      13.5      13.6     -0.42      1.74      0.95     0.027        13
      13.6      13.7      0.16      1.05      0.95     0.014         9
      13.7      13.8     -0.09      1.20      0.94     0.031        12
      13.8      13.9     -0.29      1.26      0.94     0.030        12
      13.9      14.0     -0.50      1.15      0.95     0.028        16
      14.0      14.1     -1.02      1.42      0.96     0.022        17
      14.1      14.2     -2.35      1.36      0.96     0.029        22
      14.2      14.3      0.12      1.09      0.94     0.029         9
      14.3      14.4     -0.32      1.13      0.94     0.030        12
      14.4      14.5     -0.48      1.16      0.95     0.023        10
      14.5      14.6     -0.93      0.95      0.95     0.028        14
      14.6      14.7     -0.75      1.25      0.95     0.034        13
      14.7      14.8     -1.70      1.49      0.95     0.039        25
      14.8      14.9     -2.03      1.96      0.96     0.033        17
      14.9      15.0     -0.94      0.79      0.95     0.022         8
      15.0      15.1     -0.52      1.03      0.94     0.033        12
      15.1      15.2     -1.15      0.87      0.94     0.034        11
      15.2      15.3     -1.30      0.92      0.97     0.015        12
      15.3      15.4     -1.57      1.20      0.97     0.023        14
      15.4      15.5     -2.38      1.73      0.97     0.026        27
      15.5      15.6     -0.72      0.89      0.96     0.017         8
      15.6      15.7     -0.82      0.99      0.95     0.023         9
      15.7      15.8     -0.99      0.96      0.95     0.023        11
      15.8      15.9     -1.20      0.96      0.95     0.031        12
      15.9      16.0     -1.62      1.09      0.97     0.023        14
      16.0      16.1     -2.03      1.39      0.97     0.021        18
      16.1      16.2     -2.10      1.63      0.96     0.035        21
      16.2      16.3     -0.58      0.83      0.95     0.017         6
      16.3      16.4     -1.09      1.05      0.93     0.053        17
      16.4      16.5     -1.06      0.95      0.95     0.028        11
      16.5      16.6     -1.30      1.26      0.96     0.031        15
      16.6      16.7     -1.46      1.10      0.96     0.030        15
      16.7      16.8     -2.40      1.43      0.97     0.043        23
      16.8      16.9     -0.82      0.98      0.93     0.043        11
      16.9      17.0     -0.57      0.66      0.94     0.030        12
      17.0      17.1     -0.62      0.82      0.94     0.034        13
      17.1      17.2     -0.67      1.02      0.95     0.033        14
      17.2      17.3     -1.66      1.50      0.98     0.015        12
      17.3      17.4     -1.40      1.21      0.97     0.027        19
      17.4      17.5     -1.93      1.26      0.98     0.014        15
      17.5      17.6     -0.24      0.53      0.95     0.022        12
      17.6      17.7     -0.50      0.70      0.96     0.033         8
      17.7      17.8     -0.56      1.05      0.96     0.029         9
      17.8      17.9     -0.61      1.24      0.96     0.021        16
      17.9      18.0     -0.90      1.48      0.96     0.030        16
      18.0      18.1     -1.20      1.18      0.97     0.030        25
      18.1      18.2     -0.18      0.65      0.96     0.017         8
      18.2      18.3     -0.20      0.67      0.96     0.022         9
      18.3      18.4     -0.11      0.71      0.95     0.038        14
      18.4      18.5     -0.35      1.20      0.94     0.050        15
      18.5      18.6     -0.57      1.27      0.97     0.028        14
      18.6      18.7     -0.78      1.24      0.97     0.034        19
      18.7      18.8     -0.48      1.00      0.97     0.027        19
      18.8      18.9      0.10      0.90      0.95     0.030        12
      18.9      19.0     -0.07      0.40      0.93     0.043         8
      19.0      19.1      0.01      0.75      0.95     0.040        12
      19.1      19.2     -0.40      1.28      0.96     0.029        17
      19.2      19.3     -0.23      1.16      0.96     0.036        20
      19.3      19.4     -0.58      0.97      0.98     0.021        19
      19.4      19.5     -0.01      1.03      0.96     0.026         9
      19.5      19.6      0.01      0.92      0.97     0.014         9
      19.6      19.7      0.10      1.00      0.96     0.024        10
      19.7      19.8      0.02      0.90      0.96     0.037        14
      19.8      19.9     -0.15      1.32      0.95     0.053        18
      19.9      20.0     -0.43      0.86      0.98     0.020        27
      20.0      20.1      0.24      1.04      0.95     0.023         8
      20.1      20.2     -0.01      0.92      0.97     0.016         8
      20.2      20.3     -0.02      0.75      0.97     0.016        10
      20.3      20.4      0.28      0.89      0.96     0.028        14
      20.4      20.5      0.08      1.05      0.97     0.023        12
      20.5      20.6     -0.38      1.08      0.98     0.025        19
      20.6      20.7     -0.31      0.84      0.96     0.042        24
      20.7      20.8      0.17      0.88      0.95     0.034        14
      20.8      20.9      0.36      0.84      0.95     0.034        11
      20.9      21.0      0.26      1.04      0.96     0.031        11
      21.0      21.1      0.30      0.54      0.96     0.036        16
      21.1      21.2     -0.12      1.07      0.97     0.030        16
      21.2      21.3     -0.63      0.85      0.98     0.024        24
      21.3      21.4      0.42      0.89      0.96     0.028         9
      21.4      21.5      0.13      0.73      0.97     0.015        10
      21.5      21.6      0.24      0.99      0.96     0.024        10
      21.6      21.7      0.32      1.00      0.97     0.024        12
      21.7      21.8      0.12      0.87      0.96     0.027        18
      21.8      21.9     -0.60      0.85      0.98     0.020        22
      21.9      22.0     -1.14      1.26      0.95     0.060        13
      22.0      22.1      0.24      0.71      0.95     0.040        11
      22.1      22.2      0.33      0.67      0.97     0.019        11
      22.2      22.3      0.21      0.77      0.96     0.030        14
      22.3      22.4     -0.07      0.62      0.97     0.033        13
      22.4      22.5     -0.43      0.79      0.97     0.038        20
      22.5      22.6     -0.55      0.79      0.97     0.033        24
      22.6      22.7      0.00      0.59      0.95     0.031        12
      22.7      22.8      0.05      0.58      0.95     0.030        12
      22.8      22.9      0.18      0.65      0.97     0.021        12
      22.9      23.0     -0.01      0.45      0.98     0.016        10
      23.0      23.1     -0.32      0.56      0.97     0.028        18
      23.1      23.2     -1.02      0.69      0.99     0.013        19
      23.2      23.3     -0.12      0.40      0.96     0.023        10
      23.3      23.4     -0.03      0.50      0.95     0.028        14
      23.4      23.5     -0.08      0.56      0.97     0.021         9
      23.5      23.6      0.03      0.58      0.97     0.031        14
      23.6      23.7     -0.45      0.56      0.97     0.027        15
      23.7      23.8     -0.90      0.89      0.97     0.041        28
      23.8      23.9     -0.41      0.60      0.96     0.034        15
      23.9      24.0     -0.15      0.35      0.96     0.023        10
      24.0      24.1      0.02      0.78      0.97     0.016        10
      24.1      24.2     -0.32      0.88      0.95     0.036        14
      24.2      24.3     -0.18      0.73      0.97     0.035        20
      24.3      24.4     -0.96      1.01      0.97     0.039        20
      24.4      24.5     -0.93      1.07      0.98     0.029        18
      24.5      24.6     -0.01      0.62      0.97     0.017         8
      24.6      24.7     -0.16      1.13      0.98     0.010         6
      24.7      24.8      0.01      1.16      0.97     0.022        14
      24.8      24.9     -0.08      1.01      0.96     0.030        14
      24.9      25.0     -0.24      1.15      0.98     0.024        16
      25.0      25.1     -1.14      1.01      0.98     0.025        21
      25.1      25.2      0.30      0.97      0.96     0.024         9
      25.2      25.3     -0.24      1.38      0.95     0.037        15
      25.3      25.4      0.28      1.45      0.96     0.028        14
      25.4      25.5      0.29      1.39      0.96     0.030        14
      25.5      25.6      0.17      1.18      0.96     0.045        20
      25.6      25.7     -0.95      1.25      0.98     0.038        24
      25.7      25.8      0.68      1.31      0.96     0.029        12
      25.8      25.9      0.14      1.73      0.95     0.034        13
      25.9      26.0      0.47      1.86      0.98     0.009         6
      26.0      26.1      0.80      1.78      0.96     0.028        16
      26.1      26.2      0.68      1.60      0.98     0.019        12
      26.2      26.3     -0.16      1.59      0.98     0.027        24
      26.3      26.4      0.51      1.60      0.97     0.027        13
      26.4      26.5      0.93      1.69      0.97     0.015        10
      26.5      26.6      1.31      1.85      0.95     0.036        12
      26.6      26.7      1.08      2.12      0.95     0.036        14
      26.7      26.8      0.48      2.39      0.96     0.045        19
      26.8      26.9      0.52      2.07      0.98     0.023        18
      26.9      27.0      0.21      1.71      0.97     0.033        17
      27.0      27.1      2.06      1.78      0.94     0.042        11
      27.1      27.2      1.75      1.96      0.95     0.027        15
      27.2      27.3      1.50      1.88      0.95     0.040        15
      27.3      27.4      1.59      1.78      0.98     0.015        12
      27.4      27.5      0.26      2.19      0.97     0.039        15
      27.5      27.6      0.45      1.36      0.99     0.013        19
      27.6      27.7      2.09      2.01      0.96     0.023        10
      27.7      27.8      2.35      1.83      0.95     0.043        14
      27.8      27.9      0.48      2.51      0.95     0.048         9
      27.9      28.0      2.19      1.91      0.96     0.029        16
      28.0      28.1      1.52      1.81      0.97     0.025        17
      28.1      28.2      1.15      1.53      0.98     0.026        25
      28.2      28.3      1.94      2.11      0.94     0.036        14
      28.3      28.4      2.29      1.87      0.95     0.030        12
      28.4      28.5      2.09      1.72      0.96     0.035        12
      28.5      28.6      2.11      2.01      0.95     0.037        16
      28.6      28.7      1.91      1.59      0.97     0.024        16
      28.7      28.8      1.30      1.46      0.98     0.026        25
      28.8      28.9      2.03      1.97      0.94     0.036        14
      28.9      29.0      2.17      0.96      0.98     0.009         6
      29.0      29.1      2.37      1.41      0.96     0.022        13
      29.1      29.2      1.14      1.48      0.96     0.035        11
      29.2      29.3      2.19      1.60      0.97     0.021        16
      29.3      29.4      1.77      1.68      0.97     0.035        25
      29.4      29.5      1.31      2.29      0.95     0.042        16
      29.5      29.6      1.53      1.36      0.96     0.026         8
      29.6      29.7      2.10      1.62      0.96     0.024        10
      29.7      29.8      1.89      1.72      0.95     0.035        18
      29.8      29.9      1.42      1.42      0.97     0.027        11
      29.9      30.0      1.57      1.64      0.97     0.027        22
      30.0      30.1      1.92      1.78      0.97     0.024        18
      30.1      30.2      2.26      1.46      0.96     0.026         9
      30.2      30.3      1.94      1.67      0.92     0.065        12
      30.3      30.4      2.51      1.45      0.92     0.059        10
      30.4      30.5      1.50      2.04      0.95     0.043        17
      30.5      30.6      1.60      1.58      0.98     0.021        17
      30.6      30.7      1.39      1.61      0.97     0.027        21
      30.7      30.8      1.76      1.65      0.95     0.029        10
      30.8      30.9      1.06      1.31      0.96     0.032        10
      30.9      31.0      1.69      1.70      0.95     0.028        15
      31.0      31.1      1.41      1.75      0.95     0.036        16
      31.1      31.2      1.06      1.57      0.97     0.026        13
      31.2      31.3      1.00      1.34      0.97     0.027        21
      31.3      31.4      1.28      1.33      0.94     0.035        14
      31.4      31.5      1.68      1.44      0.96     0.021         9
      31.5      31.6      0.37      1.11      0.95     0.043        12
      31.6      31.7      1.64      1.39      0.96     0.031        15
      31.7      31.8      1.26      1.58      0.97     0.027        15
      31.8      31.9      0.64      1.22      0.97     0.034        24
      31.9      32.0      1.58      0.63      0.96     0.013         9
      32.0      32.1      0.67      1.57      0.95     0.035        11
      32.1      32.2      0.54      1.53      0.94     0.039        13
      32.2      32.3      0.49      1.53      0.95     0.038        15
      32.3      32.4      0.66      1.59      0.97     0.022        14
      32.4      32.5      0.33      1.25      0.97     0.026        25
      32.5      32.6      0.36      1.36      0.94     0.036        14
      32.6      32.7      0.90      0.36      0.97     0.009         6
      32.7      32.8      0.00      1.49      0.94     0.036        13
      32.8      32.9      0.63      1.06      0.97     0.015        12
      32.9      33.0     -0.01      1.54      0.96     0.029        16
      33.0      33.1     -0.14      1.25      0.96     0.033        27
      33.1      33.2     -0.04      1.56      0.94     0.033        10
      33.2      33.3     -0.29      1.51      0.94     0.029        13
      33.3      33.4     -0.30      1.49      0.95     0.031        10
      33.4      33.5      0.02      0.82      0.93     0.059        12
      33.5      33.6     -0.78      1.59      0.95     0.045        14
      33.6      33.7     -0.16      1.04      0.97     0.023        26
      33.7      33.8     -0.30      1.60      0.94     0.020         7
      33.8      33.9     -0.03      1.21      0.96     0.014        10
      33.9      34.0     -0.29      1.34      0.95     0.031        13
      34.0      34.1     -0.81      1.40      0.94     0.036        14
      34.1      34.2     -0.34      0.87      0.95     0.046        19
      34.2      34.3     -0.46      1.13      0.96     0.036        23
      34.3      34.4     -0.75      1.24      0.95     0.036        15
      34.4      34.5     -0.24      1.17      0.95     0.015        10
      34.5      34.6     -0.43      1.46      0.95     0.023        10
      34.6      34.7     -0.39      1.30      0.96     0.023        12
      34.7      34.8     -0.76      1.10      0.94     0.034        18
      34.8      34.9     -0.65      1.00      0.97     0.023        18
      34.9      35.0     -0.45      1.01      0.96     0.028        16
      35.0      35.1     -0.27      0.61      0.90     0.064        12
      35.1      35.2     -0.54      1.33      0.93     0.036        12
      35.2      35.3     -0.21      1.06      0.95     0.023        12
      35.3      35.4     -0.61      0.88      0.94     0.035        18
      35.4      35.5     -0.60      0.94      0.96     0.029        18
      35.5      35.6     -0.21      0.61      0.96     0.024        18
      35.6      35.7     -0.27      0.81      0.93     0.035        15
      35.7      35.8     -0.01      1.06      0.95     0.021         9
      35.8      35.9      0.26      0.38      0.94     0.044        12
      35.9      36.0     -0.37      0.78      0.94     0.037        16
      36.0      36.1     -0.30      0.87      0.96     0.022        16
      36.1      36.2     -0.05      0.43      0.96     0.024        18
      36.2      36.3     -0.03      0.72      0.93     0.030        14
      36.3      36.4      0.20      0.82      0.94     0.029        10
      36.4      36.5      0.30      0.49      0.94     0.035        12
      36.5      36.6     -0.16      0.74      0.93     0.050        17
      36.6      36.7      0.02      0.75      0.95     0.038        16
      36.7      36.8     -0.01      0.63      0.94     0.055        21
      36.8      36.9      0.51      0.60      0.93     0.032        12
      36.9      37.0      0.41      0.61      0.92     0.039        13
      37.0      37.1      0.54      0.54      0.95     0.021         9
      37.1      37.2      0.35      0.71      0.95     0.019        13
      37.2      37.3      0.15      0.68      0.94     0.036        20
      37.3      37.4      0.26      0.63      0.95     0.027        21
      37.4      37.5      0.73      0.81      0.93     0.028        14
      37.5      37.6      0.48      0.62      0.91     0.056        11
      37.6      37.7      1.01      0.79      0.93     0.042        10
      37.7      37.8      0.53      0.95      0.95     0.021        14
      37.8      37.9      0.33      0.93      0.95     0.022        14
      37.9      38.0      0.56      0.99      0.94     0.040        27
      38.0      38.1      1.28      1.19      0.92     0.043        13
      38.1      38.2      1.20      1.16      0.94     0.023        10
      38.2      38.3      1.08      1.05      0.93     0.029        12
      38.3      38.4      0.77      1.17      0.94     0.026        14
      38.4      38.5      0.77      1.29      0.95     0.030        13
      38.5      38.6      0.51      1.17      0.95     0.034        23
      38.6      38.7      1.55      1.37      0.92     0.042        14
      38.7      38.8      1.51      1.35      0.93     0.023        10
      38.8      38.9      1.70      1.23      0.89     0.066        12
      38.9      39.0      1.13      1.30      0.93     0.035        15
      39.0      39.1      1.08      1.41      0.94     0.035        16
      39.1      39.2      0.70      1.34      0.94     0.034        24
      39.2      39.3      2.26      1.40      0.92     0.026        12
      39.3      39.4      1.86      1.39      0.93     0.023        10
      39.4      39.5      1.69      1.46      0.93     0.023        10
      39.5      39.6      1.27      1.22      0.92     0.045        16
      39.6      39.7      1.49      1.73      0.94     0.036        12
      39.7      39.8      0.98      1.69      0.95     0.020        25
      39.8      39.9      2.04      1.07      0.90     0.053        11
      39.9      40.0      2.46      1.34      0.92     0.035        11
      40.0      40.1      2.54      1.69      0.92     0.035        10
      40.1      40.2      1.99      1.68      0.93     0.028        16
      40.2      40.3      1.83      1.82      0.93     0.029        14
      40.3      40.4      0.84      1.58      0.95     0.015        23
      40.4      40.5      2.47      1.14      0.93     0.017         8
      40.5      40.6      3.01      1.25      0.91     0.029        11
      40.6      40.7      2.37      1.46      0.93     0.023        11
      40.7      40.8      1.85      1.22      0.92     0.042        13
      40.8      40.9      2.21      1.89      0.92     0.041        21
      40.9      41.0      1.14      1.79      0.94     0.031        26
      41.0      41.1      2.71      0.99      0.92     0.031         9
      41.1      41.2      3.46      1.36      0.91     0.029         9
      41.2      41.3      2.00      1.27      0.94     0.016        10
      41.3      41.4      2.43      1.47      0.92     0.030        14
      41.4      41.5      1.87      1.85      0.92     0.045        17
      41.5      41.6      0.70      1.56      0.93     0.043        24
      41.6      41.7      2.40      1.30      0.87     0.059         8
      41.7      41.8      3.17      1.52      0.90     0.032        12
      41.8      41.9      2.60      1.70      0.91     0.038        15
      41.9      42.0      2.56      1.72      0.92     0.021        12
      42.0      42.1      1.85      1.88      0.93     0.031        15
      42.1      42.2      0.49      1.44      0.95     0.013        21
      42.2      42.3      3.63      1.44      0.91     0.021         8
      42.3      42.4      2.60      1.60      0.92     0.016         8
      42.4      42.5      2.55      1.95      0.92     0.023        12
      42.5      42.6      2.67      1.71      0.91     0.032        13
      42.6      42.7      2.81      1.95      0.91     0.033        15
      42.7      42.8      1.55      1.98      0.92     0.046        27
      42.8      42.9      2.70      1.99      0.91     0.035        11
      42.9      43.0      3.21      1.61      0.92     0.016         8
      43.0      43.1      2.83      1.68      0.91     0.036         8
      43.1      43.2      2.98      1.72      0.89     0.049        19
      43.2      43.3      2.50      1.62      0.91     0.054        12
      43.3      43.4      2.39      2.04      0.91     0.045        25
      43.4      43.5      3.12      2.25      0.91     0.037        15
      43.5      43.6      4.52      1.46      0.91     0.020         9
      43.6      43.7      4.20      1.51      0.91     0.025         9
      43.7      43.8      4.12      1.56      0.92     0.024        14
      43.8      43.9      3.67      1.84      0.93     0.016        10
      43.9      44.0      3.32      2.25      0.92     0.034        24
      44.0      44.1      3.77      2.46      0.90     0.039        16
      44.1      44.2      4.95      1.38      0.90     0.031         9
      44.2      44.3      5.42      1.39      0.90     0.025        13
      44.3      44.4      4.45      1.85      0.91     0.032        12
      44.4      44.5      4.84      2.12      0.91     0.029        14
      44.5      44.6      3.61      2.60      0.92     0.020        18
      44.6      44.7      2.39      2.42      0.90     0.051        15
      44.7      44.8      5.29      1.59      0.88     0.035        14
      44.8      44.9      4.83      1.61      0.91     0.014        10
      44.9      45.0      4.48      2.07      0.89     0.036        16
      45.0      45.1      3.98      2.50      0.91     0.032        12
      45.1      45.2      3.09      2.55      0.91     0.025        17
      45.2      45.3      1.83      2.77      0.92     0.021        15
      45.3      45.4      3.90      1.68      0.88     0.035        14
      45.4      45.5      3.48      1.64      0.90     0.021        12
      45.5      45.6      2.93      1.92      0.90     0.022        10
      45.6      45.7      2.22      2.15      0.89     0.035        16
      45.7      45.8      0.93      2.50      0.91     0.025        18
      45.8      45.9     -0.13      2.45      0.92     0.018        13
      45.9      46.0      1.98      1.72      0.88     0.029        12
      46.0      46.1      1.47      1.90      0.90     0.021        12
      46.1      46.2      0.90      2.16      0.90     0.023        10
      46.2      46.3     -0.35      2.20      0.88     0.053        15
      46.3      46.4     -0.87      2.50      0.91     0.029        15
      46.4      46.5     -1.27      2.04      0.90     0.039        20
      46.5      46.6      0.02      2.18      0.88     0.029        10
      46.6      46.7     -0.53      2.36      0.89     0.026        10
      46.7      46.8     -0.87      2.24      0.89     0.026        11
      46.8      46.9     -1.50      2.45      0.89     0.034        13
      46.9      47.0     -1.86      2.42      0.89     0.031        19
      47.0      47.1     -2.67      1.96      0.92     0.014        15
      47.1      47.2     -1.65      2.67      0.87     0.054         8
      47.2      47.3     -1.46      1.96      0.87     0.034        15
      47.3      47.4     -1.92      2.26      0.89     0.023        10
      47.4      47.5     -2.72      2.30      0.88     0.044        13
      47.5      47.6     -2.61      2.17      0.88     0.041        22
      47.6      47.7     -2.62      1.88      0.89     0.045        19
      47.7      47.8     -2.46      2.69      0.89     0.010         7
      47.8      47.9     -2.36      2.18      0.89     0.016         9
      47.9      48.0     -2.38      1.99      0.88     0.029        12
      48.0      48.1     -3.25      2.37      0.89     0.033        12
      48.1      48.2     -3.20      2.35      0.89     0.021        14
      48.2      48.3     -2.87      1.67      0.90     0.029        20
      48.3      48.4     -2.10      1.97      0.88     0.020        12
      48.4      48.5     -2.85      2.32      0.88     0.033         7
      48.5      48.6     -2.77      2.61      0.89     0.017         8
      48.6      48.7     -2.61      2.21      0.86     0.035        14
      48.7      48.8     -3.33      2.42      0.89     0.021        16
      48.8      48.9     -2.46      1.45      0.89     0.034        23
      48.9      49.0     -2.16      2.18      0.87     0.027         9
      49.0      49.1     -2.87      2.11      0.84     0.059        12
      49.1      49.2     -2.74      2.66      0.87     0.052         8
      49.2      49.3     -2.21      2.37      0.87     0.029        12
      49.3      49.4     -3.14      2.14      0.88     0.030        14
      49.4      49.5     -2.31      1.54      0.89     0.029        22
      49.5      49.6     -1.30      2.04      0.87     0.024        12
      49.6      49.7     -1.34      2.22      0.87     0.015         6
      49.7      49.8     -1.78      2.46      0.88     0.020         9
      49.8      49.9     -2.20      2.52      0.87     0.031        11
      49.9      50.0     -2.05      2.05      0.87     0.031        15
      50.0      50.1     -1.75      1.52      0.88     0.029        22
      50.1      50.2     -1.08      1.65      0.85     0.037        17
      50.2      50.3     -0.78      1.74      0.86     0.022         8
      50.3      50.4     -1.21      2.25      0.88     0.015         8
      50.4      50.5     -1.53      2.35      0.87     0.028        12
      50.5      50.6     -1.12      2.04      0.86     0.033        11
      50.6      50.7     -1.57      1.47      0.88     0.018        20
      50.7      50.8     -1.25      1.00      0.89     0.008         7
      50.8      50.9     -1.15      1.63      0.86     0.026        10
      50.9      51.0     -0.26      1.99      0.84     0.044        14
      51.0      51.1     -1.22      2.34      0.87     0.016         8
      51.1      51.2     -0.98      2.08      0.87     0.025        12
      51.2      51.3     -1.11      1.46      0.87     0.027        18
      51.3      51.4     -0.80      0.90      0.88     0.021        15
      51.4      51.5     -0.81      1.84      0.85     0.023        10
      51.5      51.6     -1.08      2.17      0.87     0.016         8
      51.6      51.7     -0.93      2.03      0.85     0.030        11
      51.7      51.8     -0.76      1.76      0.87     0.024        11
      51.8      51.9     -1.29      0.99      0.84     0.053        18
      51.9      52.0     -0.56      1.12      0.86     0.032        18
      52.0      52.1     -0.66      1.86      0.85     0.023        10
      52.1      52.2     -0.53      1.96      0.84     0.029        12
      52.2      52.3     -1.21      1.86      0.87     0.009         6
      52.3      52.4     -0.73      1.28      0.86     0.016         8
      52.4      52.5     -0.67      1.18      0.86     0.020        16
      52.5      52.6     -0.21      1.17      0.86     0.034        21
      52.6      52.7     -0.64      1.65      0.85     0.016         8
      52.7      52.8      0.55      1.98      0.81     0.043         7
      52.8      52.9     -0.80      1.68      0.86     0.015         8
      52.9      53.0     -0.48      1.56      0.85     0.029        13
      53.0      53.1     -0.45      1.23      0.86     0.024        10
      53.1      53.2     -0.19      1.14      0.86     0.026        23
      53.2      53.3     -0.06      1.43      0.83     0.028         8
      53.3      53.4     -0.18      1.95      0.84     0.022        10
      53.4      53.5     -0.63      1.79      0.85     0.016         8
      53.5      53.6     -0.14      1.69      0.84     0.022        10
      53.6      53.7     -0.55      1.17      0.84     0.033        13
      53.7      53.8     -0.22      1.22      0.85     0.030        22
      53.8      53.9     -0.07      1.25      0.83     0.033        12
      53.9      54.0      0.19      1.78      0.80     0.059        13
      54.0      54.1     -0.66      1.55      0.83     0.032        11
      54.1      54.2      0.19      1.65      0.83     0.038        10
      54.2      54.3     -0.99      0.81      0.86     0.008         8
      54.3      54.4     -0.83      0.44      0.85     0.025        12
      54.4      54.5     -0.38      1.09      0.84     0.029        17
      54.5      54.6      0.12      1.39      0.83     0.014         7
      54.6      54.7     -0.16      1.55      0.83     0.021        11
      54.7      54.8     -0.07      1.48      0.83     0.022        10
      54.8      54.9     -0.91      1.02      0.85     0.008         8
      54.9      55.0     -0.44      1.19      0.84     0.029        16
      55.0      55.1     -0.34      0.93      0.84     0.026        19
      55.1      55.2     -0.09      0.89      0.81     0.028         8
