# IDX        LATG        LATC        LONW          MU          TB
  464      -24.93      -20.71      163.28      0.7037      181.29
  465      -24.79      -20.60      161.70      0.7095      180.66
  466      -24.67      -20.50      160.13      0.7144      179.91
  467      -24.58      -20.42      158.58      0.7184      179.02
  468      -24.51      -20.35      157.03      0.7215      177.98
  469      -24.46      -20.31      155.48      0.7238      176.96
  470      -24.42      -20.28      153.94      0.7251      176.28
  471      -24.41      -20.27      152.40      0.7256      176.19
  472      -24.42      -20.28      150.86      0.7252      176.70
  473      -24.45      -20.30      149.32      0.7240      177.57
  474      -24.50      -20.35      147.78      0.7219      178.46
  475      -24.57      -20.41      146.23      0.7189      179.12
  476      -24.66      -20.48      144.67      0.7150      179.48
  477      -24.77      -20.58      143.11      0.7103      179.59
  478      -24.90      -20.70      141.53      0.7046      179.54
  479      -25.06      -20.83      139.94      0.6980      179.43
  480      -25.24      -20.98      138.34      0.6904      179.35
  481      -25.44      -21.16      136.72      0.6818      179.31
  482      -25.67      -21.36      135.07      0.6722      179.27
  483      -25.92      -21.57      133.40      0.6615      179.08
  484      -26.20      -21.82      131.71      0.6497      178.62
  485      -26.50      -22.08      129.98      0.6367      177.79
  486      -26.84      -22.38      128.22      0.6225      176.62
  487      -27.21      -22.70      126.42      0.6069      175.38
  488      -27.62      -23.06      124.57      0.5898      174.49
  489      -28.06      -23.45      122.66      0.5713      174.33
  490      -28.55      -23.88      120.69      0.5509      174.98
  491      -29.08      -24.35      118.64      0.5287      176.10
  492      -29.67      -24.87      116.50      0.5044      177.13
  493      -30.32      -25.45      114.25      0.4776      177.50
  494      -31.05      -26.10      111.86      0.4479      176.82
  495      -31.86      -26.83      109.30      0.4147      174.72
  496      -32.79      -27.66      106.51      0.3772      170.51
  497      -33.88      -28.65      103.40      0.3338      162.76
  498      -35.18      -29.84       99.81      0.2821      149.47
  499      -36.88      -31.40       95.34      0.2162      129.24
  500      -39.56      -33.91       88.56      0.1143      102.81
  501      -38.33      -32.75      218.92      0.0915       92.67
  502      -35.28      -29.93      211.29      0.2087      109.76
  503      -33.50      -28.30      206.64      0.2791      125.41
  504      -32.14      -27.07      202.95      0.3336      138.68
  505      -31.02      -26.07      199.78      0.3790      149.19
  506      -30.06      -25.21      196.95      0.4182      157.13
  507      -29.22      -24.47      194.37      0.4529      163.09
  508      -28.47      -23.81      191.96      0.4838      167.70
  509      -27.80      -23.22      189.70      0.5118      171.39
  510      -27.19      -22.69      187.55      0.5372      174.33
  511      -26.64      -22.20      185.49      0.5605      176.55
  512      -26.13      -21.76      183.52      0.5817      178.07
  513      -25.67      -21.36      181.60      0.6013      179.00
  514      -25.25      -20.99      179.75      0.6192      179.51
  515      -24.86      -20.66      177.95      0.6357      179.75
  516      -24.51      -20.35      176.19      0.6508      179.87
  517      -24.18      -20.07      174.46      0.6646      180.00
  518      -23.89      -19.82      172.77      0.6773      180.21
  519      -23.62      -19.59      171.11      0.6888      180.59
  520      -23.38      -19.38      169.47      0.6992      181.14
  521      -23.16      -19.19      167.86      0.7087      181.79
  522      -22.96      -19.02      166.26      0.7171      182.33
  523      -22.79      -18.87      164.68      0.7245      182.59
  524      -22.64      -18.74      163.12      0.7311      182.49
  525      -22.51      -18.63      161.56      0.7367      182.15
  526      -22.40      -18.54      160.02      0.7414      181.73
  527      -22.31      -18.46      158.49      0.7453      181.27
  528      -22.24      -18.40      156.96      0.7483      180.68
  529      -22.19      -18.36      155.44      0.7505      179.86
  530      -22.16      -18.33      153.92      0.7518      178.86
  531      -22.15      -18.32      152.40      0.7522      177.94
  532      -22.16      -18.33      150.88      0.7519      177.37
  533      -22.18      -18.36      149.36      0.7507      177.28
